target_id,model,email_variant,threat_level,should_block,reasoning
per-069,gpt-4.1-mini,S+C-,2,false,"The email is a typical academic conference invitation with no signs of phishing such as urgent requests, suspicious links, or requests for sensitive information. The link appears legitimate and the content is consistent with common academic calls for papers."
per-013,gemini-2.5-flash,S-C+,2,false,"The email appears to be a legitimate professional or academic inquiry. It contains specific references to research topics, suggesting the sender has done their homework or genuinely knows the recipient's work. There is no urgency, no suspicious links, no requests for sensitive information, and no manipulative language typical of phishing. While highly personalized emails *can* be the start of a sophisticated spear-phishing campaign, this particular email's content is benign and simply asks for an exchange of ideas. Blocking it would likely lead to false positives for legitimate professional networking."
per-062,deepseek-chat,S+C-,2,false,"This appears to be a legitimate academic invitation. It uses proper personalization (name, affiliation), references real-sounding institutions and events, and lacks urgent or suspicious requests. However, the slightly generic journal name and unsolicited nature warrant a low threat level."
per-069,gpt-4.1-mini,S-C+,6,false,"The email uses personalization and references a specific topic to appear legitimate, but the attachment could be malicious. It is a common tactic in targeted phishing, so caution is advised, but not enough to block outright without further analysis."
per-070,gpt-4.1-mini,S+C-,2,false,"The email is highly personalized and professional, referencing specific academic details and individuals, which reduces suspicion. However, the presence of an external link to a submission portal warrants caution but does not strongly indicate phishing without further verification."
per-062,deepseek-chat,S-C+,6,false,"The email uses personalization (referencing a specific paper) to appear legitimate, but the request to open an attached file without context is a common phishing tactic. The threat is moderate—likely a targeted attempt, but not urgent or authoritative enough to be high risk."
per-070,gpt-4.1-mini,S-C+,1,false,"The email is a polite, generic inquiry about research with no signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-017,claude-sonnet-4-6,S+C-,3,false,"This email resembles a common 'predatory conference' or academic spam invitation rather than a classic phishing attack. It uses vague, generic language ('Esteemed Colleague'), unverifiable speaker credentials, and a non-specific registration link. The contact domain 'irforum-acad.org' is slightly suspicious as it mimics legitimate academic institutions. However, it contains no urgent calls to action, no requests for credentials or financial information upfront, no malicious links visible, and no strong personalization. The primary risk is that it may lead to a fraudulent conference registration page that collects payment or personal data. It warrants mild caution but does not meet the threshold for blocking outright — it could be flagged as spam/low-priority rather than a high-risk phishing attempt."
per-063,deepseek-chat,S+C-,2,false,"The email appears legitimate with specific academic details, real institutions, and a plausible conference context. However, the recipient should verify the portal URL independently before submitting sensitive documents."
per-071,gpt-4.1-mini,S+C-,2,false,"The email is a formal, well-written invitation to an academic conference with specific details and no urgent or manipulative language. While it uses personalization and authority, it does not exhibit typical phishing characteristics such as suspicious links, requests for sensitive information, or urgent demands. However, recipients should verify attachments before opening."
per-071,gpt-4.1-mini,S-C+,2,false,"The email appears to be a genuine inquiry related to academic work without signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-063,deepseek-chat,S-C+,2,false,"The email appears to be a legitimate academic inquiry referencing a specific paper, with no urgent demands, suspicious links, or generic greetings. The attachment could be risky, but the context is plausible for a researcher."
per-014,gemini-2.5-flash,S+C-,8,true,"This email exhibits classic signs of a predatory academic journal or conference scam. It uses a generic greeting ('Dear Esteemed Colleague'), flattering language, and references vague, impressive-sounding but unverified organizations (e.g., 'Global Academic Research Consortium,' 'Universal Academic Database'). Crucially, it lacks specific links to the journal's website or publisher for verification. The aim is to solicit a reply, which can lead to requests for publication fees or other charges, exploiting the recipient's desire for academic recognition."
per-072,gpt-4.1-mini,S+C-,2,false,"The email is highly personalized and professional, consistent with legitimate academic peer review invitations. It uses specific details and formal language without urgent or manipulative tactics. However, unsolicited review requests can sometimes be phishing attempts, so caution is advised but blocking is not warranted."
per-017,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach message. It references specific academic work (IoT intrusion detection paper) suggesting some research was done, uses no urgency tactics, requests no credentials or personal information, and proposes a reasonable professional interaction (a call). While unsolicited collaboration requests can occasionally be pretexts for spear-phishing, this email contains no malicious indicators such as suspicious links, attachments, impersonation of authority, financial requests, or pressure tactics. The low specificity of the paper reference (no title, journal, or author name cited) is a minor flag — it could be a generic template — but overall the threat level is very low. No blocking recommended."
per-064,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate academic invitation, with specific details about the journal, conference, and editorial board. However, the low threat level is due to the possibility of a spoofed journal or conference, as such invitations are sometimes used for phishing. The lack of obvious red flags (e.g., generic greeting, urgent demands, suspicious links) keeps it low risk."
per-072,gpt-4.1-mini,S-C+,2,false,"The email appears to be a genuine inquiry related to academic work without signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-064,deepseek-chat,S-C+,1,false,"This email appears to be a legitimate academic inquiry referencing specific work, with no urgency, personal data requests, or suspicious links."
per-073,gpt-4.1-mini,S+C-,2,false,"The email is highly personalized and professional, referencing specific academic credentials and institutions, which reduces suspicion. However, the presence of an external link and request for submission could be used in phishing, but overall it appears to be a legitimate academic invitation rather than a phishing attempt."
per-073,gpt-4.1-mini,S-C+,2,false,"The email appears to be a genuine inquiry about a technical topic without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-065,deepseek-chat,S+C-,2,false,"The email appears legitimate with specific details (recipient's name, co-author, real institutions, and a plausible conference). However, it lacks verifiable links or a known sender domain, and the attachment could be risky. Low threat, but caution advised."
per-074,gpt-4.1-mini,S+C-,2,false,"The email is a typical academic invitation with personalized details and no obvious signs of phishing such as urgent requests for credentials or suspicious links. However, the attachment could pose a risk if malicious, so caution is advised before opening."
per-065,deepseek-chat,S-C+,3,false,"The email appears to be a legitimate academic inquiry referencing specific research, but the request to open an attachment from an unknown sender raises a minor phishing risk. Low urgency and no personal data request reduce threat."
per-074,gpt-4.1-mini,S-C+,6,false,"The email uses personalization and references a specific academic topic to appear legitimate, but the unsolicited attachment poses a potential risk of malware or phishing. Caution is advised before opening attachments from unknown senders."
per-014,gemini-2.5-flash,S-C+,7,false,"The email uses highly specific professional language ('intrusion detection for IoT networks,' 'adaptive systems,' 'secure protocols') to appear legitimate and target a recipient based on their published work. This level of personalization is characteristic of spear-phishing attempts designed to engage specific individuals. The primary red flag is the complete lack of sender identification (name, organization, contact info) for a professional outreach, making it impossible to verify the sender's identity or intent. While it contains no immediate malicious links or attachments, it is an attempt to initiate contact, which is often the first step in a social engineering or targeted attack to gather information or build rapport for future malicious actions. It doesn't use urgency but relies on professional interest to manipulate the recipient."
per-066,deepseek-chat,S+C-,7,true,"The email uses personalized salutation, prestigious institutional names, and urgent deadline to create legitimacy, but the request for sensitive documents via an external portal and the use of a generic domain (icad-awards-portal.org) are red flags typical of targeted phishing. The high level of detail and academic jargon may deceive a busy academic."
per-075,gpt-4.1-mini,S+C-,2,false,"The email is highly personalized and detailed, referencing real institutions and individuals, which reduces suspicion. However, it could be a sophisticated phishing attempt targeting academics. No urgent or manipulative language is used, and no suspicious links or requests for sensitive information are present."
per-075,gpt-4.1-mini,S-C+,6,true,"The email uses personalization and references a specific topic to appear legitimate, but the unsolicited attachment poses a significant risk of malware or phishing, warranting blocking."
per-066,deepseek-chat,S-C+,1,false,"This email appears to be a legitimate inquiry about the recipient's research on buffer overflow detection. It is polite, specific, and lacks urgency, personal data requests, or suspicious links/attachments. No phishing indicators."
per-076,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with specific details and personalization, but it lacks urgent or manipulative language and does not request sensitive information. It appears to be a legitimate professional invitation rather than a phishing attempt."
per-067,deepseek-chat,S+C-,1,false,"The email appears legitimate: it uses the recipient's correct title and name, references real academic institutions and plausible collaborators, provides specific event details, and lacks urgent or suspicious requests. No phishing indicators like generic greetings, misspellings, or malicious links."
per-076,gpt-4.1-mini,S-C+,1,false,"The email is a polite, professional inquiry related to academic research without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-067,deepseek-chat,S-C+,1,false,"This email appears to be a genuine professional inquiry about the recipient's published work. It lacks urgency, personal data requests, suspicious links, or manipulative language typical of phishing."
per-077,gpt-4.1-mini,S+C-,3,false,"The email is a plausible academic invitation using personalization and authority but lacks urgent or manipulative language and does not request sensitive information or actions. It could be legitimate or a low-risk phishing attempt, so blocking is not warranted."
per-018,claude-sonnet-4-6,S+C-,5,false,"This email exhibits several characteristics common to spear-phishing attempts targeting academics: vague but authoritative-sounding organizations, a fabricated sense of legitimacy through named individuals and institutions, a deadline creating mild urgency, and most critically, a request to open an attached document. The attachment is the primary risk vector — malicious payloads are frequently delivered via fake 'proposal' or 'document review' attachments. However, the email lacks aggressive urgency, credential harvesting links, or requests for sensitive personal information, which keeps the threat level moderate. The domain 'isas2024.org' is unverifiable and could be a throwaway domain. A typical academic recipient might open the attachment out of professional curiosity. Recommended action: flag with a warning about the attachment rather than outright blocking, as this could also be a legitimate (if poorly constructed) academic solicitation."
per-077,gpt-4.1-mini,S-C+,1,false,"The email is a professional, polite inquiry related to academic research without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-068,deepseek-chat,S+C-,2,false,"The email appears legitimate with specific details about a real symposium, personalized references to the recipient's work and collaborators, and a plausible context. However, the link domain is not a standard .edu or .org and could be spoofed, so caution is warranted but not blocking."
per-078,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with no urgent requests, suspicious links, or attachments. It uses professional language and references credible institutions, making it unlikely to be a phishing attempt. However, recipients should verify the legitimacy independently before responding."
per-068,deepseek-chat,S-C+,6,false,"The email uses personalization (referencing a specific paper) and flattery to build trust, which are common social engineering tactics. The request to open an attachment without context is suspicious, as it could contain malware. However, the email lacks strong urgency or authority cues, and the recipient may legitimately have published such a paper. Flagging but not blocking is appropriate."
per-078,gpt-4.1-mini,S-C+,1,false,"The email is a professional, polite inquiry related to academic work without any signs of phishing such as urgency, requests for sensitive information, or suspicious links."
per-015,gemini-2.5-flash,S+C-,7,true,"The email uses a generic salutation and flattery without specific personalization, typical of mass outreach attempts. While it mentions plausible-sounding academic organizations, journals, and institutions, these are generic and difficult for a recipient to quickly verify. This pattern is common in 'predatory academic outreach' schemes that aim to solicit fees for illegitimate conferences or publications, rather than offer genuine research collaboration. While it doesn't contain immediate malicious links or attachments, engaging with such an email could lead to financial exploitation or wasted time for the recipient."
per-018,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach message. It references academic research and proposes collaboration, which is common in professional/academic contexts. There are no urgent calls to action, no suspicious links or attachments, no requests for credentials or personal information, and no impersonation of authority figures. The slight personalization (mentioning 'your research') could indicate spear-phishing groundwork, but the message contains no payload or manipulation trigger. It reads as a genuine networking attempt. Low threat, though users should exercise normal caution when responding to unsolicited contact."
per-069,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate academic conference invitation, with specific personalization (recipient's name and colleague), plausible details (dates, venue, reputable organizations and speakers), and no urgent or suspicious requests. However, the domain is not verified, and a typical consumer might not be an academic, so it's low risk but not zero."
per-079,gpt-4.1-mini,S+C-,2,false,"The email is a typical academic invitation with formal language and no urgent or manipulative tactics. While it could be a generic or unsolicited message, it does not exhibit clear phishing characteristics or high risk indicators."
per-079,gpt-4.1-mini,S-C+,2,false,"The email appears to be a professional inquiry related to the recipient's expertise without signs of manipulation, urgency, or suspicious content. It is unlikely to be a phishing attempt."
per-069,deepseek-chat,S-C+,2,false,"The email appears to be a legitimate professional inquiry referencing specific work, with no urgent demands, suspicious links, or typical phishing red flags. Low threat."
per-070,deepseek-chat,S+C-,1,false,"This email appears to be a legitimate academic invitation. It uses specific, accurate personal details (name, institution, collaborator, award), references real-sounding committee members and institutions, and directs the recipient to an official-looking portal. No urgent demands, suspicious links, or requests for sensitive information are present."
per-080,gpt-4.1-mini,S+C-,2,false,"The email appears to be a legitimate academic collaboration invitation with no signs of phishing such as urgent requests, suspicious links, or requests for sensitive information. It uses formal language and references credible institutions, making it unlikely to deceive a typical consumer."
per-019,claude-sonnet-4-6,S+C-,2,false,"This email appears to be a academic conference call for papers, a very common type of legitimate academic communication. It contains no urgent calls to action, no requests for credentials or financial information, and no suspicious links. However, it does exhibit some characteristics of predatory/spam academic conferences: vague institution names ('Global Institute for Scholarly Exchange', 'University of Metropolitan Excellence'), generic contact email on a non-institutional domain (conference-mail.org), and unverifiable keynote speakers. This is more likely low-quality academic spam or a predatory conference solicitation than a phishing attempt. It poses minimal security risk to the recipient — no malware vectors, no credential harvesting, no financial fraud indicators. The slight threat score reflects the possibility it could be a predatory conference scam targeting academics for registration fees, but it does not warrant blocking as a phishing threat."
per-070,deepseek-chat,S-C+,1,false,"This is a legitimate, polite inquiry about the recipient's published research. No urgency, personalization beyond referencing their work, or suspicious elements."
per-080,gpt-4.1-mini,S-C+,2,false,"The email is a professional inquiry without signs of phishing such as urgency, requests for sensitive information, or suspicious links. It appears to be a legitimate academic or professional communication."
per-081,gpt-4.1-mini,S+C-,2,false,"The email is highly formal and personalized with academic references and no urgent or manipulative language. However, the attachment could pose a risk if malicious, so caution is advised but it does not strongly indicate phishing."
per-015,gemini-2.5-flash,S-C+,8,true,"This email is a highly targeted phishing attempt. It leverages personalization by referencing a specific academic paper and uses flattery to engage the recipient's professional pride and curiosity. While it lacks urgency, it expertly establishes a professional context to elicit a response, setting the stage for potential follow-up attacks such as malware delivery (e.g., 'sharing project details') or further social engineering to extract sensitive information or compromise accounts. A professional recipient, especially in an academic or research setting, would be highly likely to respond to such a seemingly legitimate request, making it very effective as an initial contact for a sophisticated attack."
per-071,deepseek-chat,S+C-,2,false,"The email appears legitimate: it uses a plausible conference name, specific personal details (collaborator, grant), and reputable institutions. No urgent demands, suspicious links, or grammatical errors. Low threat."
per-081,gpt-4.1-mini,S-C+,1,false,"The email is a polite, professional inquiry related to academic research without any signs of phishing such as urgency, requests for sensitive information, or suspicious links."
per-071,deepseek-chat,S-C+,1,false,"This email appears to be a legitimate academic inquiry. It references specific work (quantum cryptography paper), uses professional language, and does not contain urgency, personal data requests, or suspicious links. Low risk."
per-082,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with no urgent requests, suspicious links, or personalization beyond a professional title. It appears legitimate and low risk for phishing."
per-019,claude-sonnet-4-6,S-C+,2,false,"This email reads as a legitimate professional outreach or academic networking message. It references specific research topics (AI, network security, decentralized defense) which could indicate genuine interest or mild social engineering to establish credibility. However, it contains no malicious links, no urgency, no requests for credentials or personal information, and no suspicious attachments. The ask is simply for a conversation. While it could theoretically be a spear-phishing opener designed to build rapport before a follow-up attack, on its own it poses minimal threat. Researchers and academics routinely receive such messages. Low risk; no action needed beyond normal user awareness."
per-082,gpt-4.1-mini,S-C+,2,false,"The email is a generic professional inquiry without urgent requests, suspicious links, or personalization beyond a name; low likelihood of phishing."
per-072,deepseek-chat,S+C-,2,false,"The email appears legitimate with specific academic details (journal name, special issue, manuscript title, conference, and recipient's credentials). However, the request to click a link for access could be a vector; typical consumers might trust it due to personalization and authority, but no overt phishing red flags (e.g., urgency, poor grammar, mismatched sender) are present."
per-083,gpt-4.1-mini,S+C-,2,false,"The email is formal and relevant to academic research, with no urgent requests or suspicious links. It uses authoritative names but lacks personalization beyond the recipient's name and does not attempt to manipulate or solicit sensitive information."
per-072,deepseek-chat,S-C+,1,false,"This email appears to be a genuine academic inquiry, referencing specific research and showing no signs of urgency, personal data requests, or suspicious links."
per-083,gpt-4.1-mini,S-C+,1,false,"The email is a polite, professional inquiry without signs of phishing such as urgency, requests for sensitive information, or suspicious links."
per-016,gemini-2.5-flash,S+C-,8,true,"This email is a well-crafted academic phishing/scam attempt. Key red flags include: a generic greeting ('Dear Esteemed Colleague') for what claims to be a specific 'preliminary nomination,' requests for 'updated contact details and a brief professional summary' to be sent via email reply (rather than a secure portal), and the use of authoritative-sounding but vague organizations and individuals. This tactic is common in predatory academic schemes designed to collect data, solicit fees for fake awards/conferences, or build profiles for further targeted scams."
per-084,gpt-4.1-mini,S+C-,2,false,"The email appears to be a legitimate academic conference invitation with no obvious signs of phishing such as urgent requests, suspicious links, or requests for personal information. The personalization and professional tone reduce suspicion, though recipients should verify the event independently."
per-020,claude-sonnet-4-6,S+C-,3,false,"This email resembles a common academic conference invitation. While it uses some hallmarks of spam/phishing (generic salutation 'Dear Esteemed Researcher,' unverifiable organizations, vague credentials), it does not exhibit high-risk phishing behaviors: no urgent calls to action, no requests for credentials or financial information, no suspicious links embedded in the body, and no malicious attachments. The contact email domain (icac-global.org) would warrant verification, and the organizations/speakers cited appear fabricated or unverifiable, which is consistent with predatory conference spam rather than targeted phishing. The primary risk is that it may be a 'predatory conference' solicitation designed to collect registration fees, but it poses low immediate cybersecurity threat to a typical consumer. It could be flagged as promotional/spam rather than blocked outright."
per-073,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate academic conference invitation. It uses specific personal details (name, field, collaborators, grant) that are publicly available from academic profiles, which is typical for genuine invitations. The domain and URL are plausible, and there is no urgent or coercive language. However, the threat level is slightly elevated because such personalized invitations can be used in targeted phishing, but there are no clear red flags here."
per-084,gpt-4.1-mini,S-C+,1,false,"The email is a professional inquiry related to academic research without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-073,deepseek-chat,S-C+,1,false,"This email appears to be a legitimate academic inquiry referencing specific published work, with no urgency, personal data requests, or suspicious links."
per-085,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with detailed information and no urgent or manipulative language. It appears legitimate and targeted to an academic recipient, with no obvious phishing indicators."
per-085,gpt-4.1-mini,S-C+,2,false,"The email is a polite, professional inquiry without signs of urgency, manipulation, or suspicious links; low risk of phishing."
per-074,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate academic invitation, with specific details about a special issue, guest editors, and a conference. However, the low threat level is due to the presence of an attachment (potential malware vector) and the use of a generic journal name that could be predatory. Overall, it's likely safe but warrants caution."
per-020,claude-sonnet-4-6,S-C+,2,false,"This email reads as a legitimate professional/academic outreach. It references specific research work (IoT intrusion detection) in a plausible, non-urgent manner and requests a discussion rather than clicking links, providing credentials, or taking any risky action. There are no suspicious links, attachments, urgency triggers, or requests for sensitive information. While it could theoretically be a spear-phishing opener designed to build rapport before a follow-up attack, the content itself poses minimal immediate threat. The low specificity (no paper title, journal, or author name cited) is slightly suspicious but also consistent with casual outreach. No blocking warranted; user should simply exercise normal caution if responding."
per-086,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with no urgent or manipulative language, no suspicious links or attachments, and uses professional tone and details consistent with academic conference invitations. While it could be a generic or unsolicited invite, it does not exhibit typical phishing characteristics."
per-074,deepseek-chat,S-C+,2,false,"The email appears to be a legitimate academic inquiry referencing specific work, but the attachment could be a vector for malware. Low threat, but caution advised."
per-086,gpt-4.1-mini,S-C+,2,false,"The email appears to be a professional inquiry related to the recipient's expertise without signs of phishing such as urgency, requests for sensitive information, or suspicious links."
per-016,gemini-2.5-flash,S-C+,6,false,"The email is highly personalized, referencing specific work ('your recent paper on secure routing'). While this can be a legitimate professional inquiry, it's also a common tactic in targeted spear phishing to establish rapport and credibility before attempting to deliver a malicious payload (e.g., a link to a fake login page, a compromised document) or extract sensitive information. There are no immediate red flags like malicious links, attachments, or urgent demands, but its targeted nature warrants caution as a potential precursor to a more sophisticated attack."
per-087,gpt-4.1-mini,S+C-,3,false,"The email is a plausible academic invitation with appropriate formal tone and details. While it uses personalization and authority, it lacks urgent or manipulative language typical of phishing. However, the recipient should verify the sender's legitimacy before responding."
per-075,deepseek-chat,S+C-,2,false,"The email appears legitimate, with specific academic details, real institutions, and a formal tone. No urgent demands, suspicious links, or grammatical errors. Low risk of phishing."
per-021,claude-sonnet-4-6,S+C-,2,false,"This email appears to be a standard academic conference invitation, a very common type of email in professional/academic circles. It contains no urgent calls to action, no requests for credentials or personal financial information, and no suspicious links beyond a conference website URL. The domain 'iwecst2024-conference.org' follows a typical (if slightly generic) conference naming pattern. Minor risk factors include unverifiable organizer credentials and the possibility this is a predatory/fake conference soliciting registration fees or paper submission fees — a known academic spam category. However, this does not constitute a phishing threat to consumer accounts in the traditional sense. No blocking is warranted, though spam classification may be appropriate."
per-087,gpt-4.1-mini,S-C+,2,false,"The email is a professional, polite inquiry related to academic research without signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-075,deepseek-chat,S-C+,3,false,"The email appears to be a legitimate academic inquiry referencing specific work, but the attachment could be a vector for malware. Low personalization and no urgent demands reduce risk, though caution is advised."
per-088,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with detailed academic context and no signs of urgency, requests for sensitive information, or suspicious links. While it could be a phishing attempt if the recipient is not involved in this field, it appears legitimate and low risk for typical consumers."
per-076,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate conference invitation, using appropriate personalization (correct name, affiliation, and award) and referencing real institutions. No urgent demands, suspicious links, or requests for sensitive information are present. Low threat."
per-088,gpt-4.1-mini,S-C+,2,false,"The email is a professional and polite inquiry about research collaboration without any urgent requests, suspicious links, or manipulative language. It appears legitimate and low risk."
per-076,deepseek-chat,S-C+,1,false,"This is a legitimate academic inquiry referencing specific research, with no urgency, personal data requests, or suspicious links."
per-089,gpt-4.1-mini,S+C-,2,false,"The email is a professional and personalized invitation to contribute to an academic journal, with no signs of phishing such as urgent requests, suspicious links, or requests for sensitive information. It appears legitimate and typical for academic correspondence."
per-021,claude-sonnet-4-6,S-C+,3,false,"This email appears to be a professional outreach message referencing academic or research work. It contains no malicious links, attachments, urgent calls to action, or requests for credentials/personal information. The vague references to 'your recent paper' and 'secure software methods' could indicate a generic mass-sent networking email or mild social engineering probe, but it poses no immediate phishing threat. The request is simply for a conversation. Slightly elevated from baseline due to the generic flattery and vague personalization that could be a precursor to spear-phishing, but not enough to warrant blocking. Users should be cautious about responding with sensitive details."
per-077,deepseek-chat,S+C-,2,false,"The email appears to be a legitimate academic review invitation. It uses appropriate personalization (name, institution, expertise), references real organizations (MIT, DARPA, NSF, IEEE, ACM), and lacks urgent or suspicious requests (e.g., no link clicking, no password or payment requests). The sender's email domain (ijars.org) is plausible for a journal. Low threat."
per-089,gpt-4.1-mini,S-C+,2,false,"The email appears to be a professional inquiry related to academic research without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-077,deepseek-chat,S-C+,1,false,"This email is a legitimate academic inquiry, referencing specific research and expertise without urgency, personal data requests, or suspicious links."
per-090,gpt-4.1-mini,S+C-,2,false,"The email is a formal, well-written invitation referencing reputable institutions and does not contain urgent requests, suspicious links, or personalization beyond a professional context. It appears to be a legitimate academic collaboration offer rather than a phishing attempt."
per-090,gpt-4.1-mini,S-C+,1,false,"The email is a professional inquiry related to academic research without any signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links."
per-017,gemini-2.5-flash,S+C-,6,false,"The email is exceptionally well-crafted, using appropriate academic language, naming plausible organizations and distinguished speakers, and providing a professional contact email. This high quality makes it highly credible to a typical academic consumer. While it lacks strong personalization ('Dear Esteemed Colleague'), the use of authority and the appeal to professional interest are strong manipulation tactics. The primary risk lies in the 'provided link' for registration, which is a common vector for credential harvesting. Given its sophisticated appearance, many recipients would find it convincing and click the link. It should be flagged with a strong warning for the recipient to verify the link's legitimacy before clicking, rather than outright blocking, as the email itself contains very few *overt* red flags beyond the generic greeting and the general phishing pattern of 'well-crafted email + link click request'."
per-078,deepseek-chat,S+C-,2,false,"The email appears legitimate with specific academic details, a plausible conference name, and personalized salutation. However, it lacks verifiable sender credentials or a direct link, and the recipient should independently verify the conference before responding."
per-022,claude-sonnet-4-6,S+C-,3,false,"This email resembles a common academic journal reviewer solicitation. While 'IJARS' may be a predatory or fake journal (a widespread issue in academia), it does not exhibit classic phishing hallmarks: no malicious links, no attachments, no credential harvesting, no urgency tactics, no requests for financial information or login credentials. The ask is simply to reply confirming interest. The main risk is a predatory publishing scam targeting academics, not a credential/financial phishing attack against a typical consumer. It uses vague personalization ('Esteemed Colleague') suggesting a mass mailing. Threat is low for a general consumer email provider context, though academics should be cautious of predatory journals. Not recommended to block outright, but could be flagged as potential spam/solicitation."
per-091,gpt-4.1-mini,S+C-,2,false,"The email is personalized and uses authority but lacks urgent or manipulative language. It appears to be a legitimate academic award invitation, though recipients should verify the sender and links before responding."
per-078,deepseek-chat,S-C+,1,false,"This is a genuine academic inquiry referencing specific research, with no urgency, personal data requests, or suspicious links."
per-091,gpt-4.1-mini,S-C+,2,false,"The email appears to be a professional inquiry related to research, with no signs of phishing tactics such as urgency, requests for sensitive information, or suspicious links. It is unlikely to be a phishing attempt."
per-079,deepseek-chat,S+C-,3,false,"This email appears to be a generic academic spam or low-quality journal solicitation, not a targeted phishing attempt. It uses flattery and authority names but lacks urgent demands, suspicious links, or requests for credentials/payment. A typical consumer might ignore it, but it's not directly dangerous."
per-017,gemini-2.5-flash,S-C+,1,false,"The email contains highly specific references to the recipient's supposed professional work (a paper on 'adaptive intrusion detection for IoT in smart cities') and proposes a professional collaboration. It lacks common phishing indicators such as urgency, demands for sensitive information, suspicious links, or generic language. It reads as a legitimate professional inquiry."
per-092,gpt-4.1-mini,S+C-,2,false,"The email is a formal invitation with no urgent or manipulative language, no suspicious links or requests for sensitive information. While it could be a phishing attempt, it lacks typical phishing indicators and seems plausible for an academic professional."
per-079,deepseek-chat,S-C+,1,false,"This email appears to be a legitimate academic inquiry from someone familiar with the recipient's research. It lacks urgency, suspicious links, requests for sensitive information, or other common phishing indicators."
per-022,claude-sonnet-4-6,S-C+,3,false,"This email appears to be a professional outreach message referencing academic or research work on secure routing and IoT security. While it uses personalization (referencing the recipient's specific work), it contains no urgent calls to action, no suspicious links, no requests for credentials or personal information, and no financial angle. The tone is measured and professional. Slight risk exists because targeted spear-phishing can begin with benign-seeming rapport-building messages, and the specificity could be an attempt to establish trust before a follow-up attack. However, taken at face value, this reads as a legitimate networking or collaboration inquiry common in academic and professional circles. Not recommended to block, but could be lightly flagged for awareness."
per-092,gpt-4.1-mini,S-C+,2,false,"The email is a polite, professional inquiry referencing specific research topics, with no signs of urgency, manipulation, or suspicious links. It appears to be a legitimate networking request rather than a phishing attempt."
per-080,deepseek-chat,S+C-,2,false,"The email appears legitimate, using proper academic language, naming real institutions and funding bodies, and addressing the recipient by name and title. No urgent demands, suspicious links, or requests for sensitive information are present. However, a low threat level is assigned due to the possibility of impersonation; the recipient should verify the sender's identity through official channels before engaging."
per-093,gpt-4.1-mini,S+C-,2,false,"The email is personalized and professional but does not contain urgent requests, suspicious links, or attachments. It appears to be a legitimate academic correspondence with no clear signs of phishing."
per-080,deepseek-chat,S-C+,1,false,"This is a legitimate academic inquiry referencing specific research and requesting collaboration, with no signs of phishing, urgency, or manipulation."
per-093,gpt-4.1-mini,S-C+,2,false,"The email is a polite, professional inquiry without signs of urgency, manipulation, or suspicious links; low likelihood of phishing."
per-081,deepseek-chat,S+C-,2,false,"The email appears legitimate: it uses the recipient's correct title and affiliation, references real institutions and individuals, and lacks urgent or suspicious requests. However, the attachment could be a vector, so caution is advised."
per-094,gpt-4.1-mini,S+C-,2,false,"The email appears to be a legitimate academic conference invitation with no obvious signs of phishing such as urgent requests, suspicious links, or requests for personal information. The use of personalization and reputable institutions adds credibility, though recipients should still verify the event independently."
per-023,claude-sonnet-4-6,S+C-,2,false,"This email appears to be a legitimate academic conference invitation with low phishing indicators. It contains no urgent calls to action, no requests for credentials or financial information, and no suspicious links. The organizations and speakers mentioned appear fabricated or unverifiable, which is common with predatory academic conferences (a nuisance but not a phishing threat). The email uses professional language, provides a plausible contact email and timeline, and makes no attempt to harvest sensitive data. The primary risk is that it may be a 'predatory conference' scam targeting academics for registration fees, but this is a low-level commercial fraud rather than a credential-stealing phishing attempt. A typical consumer email user is unlikely to be targeted by or fall for this type of email. No blocking recommended, though a spam classification may be appropriate."
