target_id,ratio,model,winner,long_wc,short_wc
per-022,1.25,claude-sonnet-4-6,A,66,53
per-022,1.5,gpt-4.1-mini,B,79,53
per-022,1.5,deepseek-chat,A,79,53
per-022,1.5,claude-sonnet-4-6,A,79,53
per-022,2.0,gpt-4.1-mini,A,106,53
per-022,2.0,deepseek-chat,B,106,53
per-022,2.0,claude-sonnet-4-6,A,106,53
per-022,2.5,gpt-4.1-mini,A,132,53
per-022,2.5,deepseek-chat,B,132,53
per-022,2.5,claude-sonnet-4-6,A,132,53
per-022,3.0,gpt-4.1-mini,A,159,53
per-022,3.0,deepseek-chat,B,159,53
per-022,3.0,claude-sonnet-4-6,A,159,53
per-023,1.0,gpt-4.1-mini,B,64,64
per-023,1.0,deepseek-chat,B,64,64
per-023,1.0,claude-sonnet-4-6,B,64,64
per-023,1.25,gpt-4.1-mini,B,80,64
per-023,1.25,deepseek-chat,B,80,64
per-023,1.25,claude-sonnet-4-6,B,80,64
per-023,1.5,gpt-4.1-mini,B,96,64
per-023,1.5,deepseek-chat,B,96,64
per-023,1.5,claude-sonnet-4-6,B,96,64
per-023,2.0,gpt-4.1-mini,B,128,64
per-023,2.0,deepseek-chat,B,128,64
per-023,2.0,claude-sonnet-4-6,B,128,64
per-023,2.5,gpt-4.1-mini,B,160,64
per-023,2.5,deepseek-chat,B,160,64
per-023,2.5,claude-sonnet-4-6,B,160,64
per-023,3.0,gpt-4.1-mini,B,163,64
per-023,3.0,deepseek-chat,B,163,64
per-023,3.0,claude-sonnet-4-6,B,163,64
per-024,1.0,gpt-4.1-mini,B,52,52
per-024,1.0,deepseek-chat,B,52,52
per-024,1.0,claude-sonnet-4-6,B,52,52
per-024,1.25,gpt-4.1-mini,B,65,52
per-024,1.25,deepseek-chat,B,65,52
per-024,1.25,claude-sonnet-4-6,B,65,52
per-024,1.5,gpt-4.1-mini,B,78,52
per-024,1.5,deepseek-chat,B,78,52
per-024,1.5,claude-sonnet-4-6,B,78,52
per-024,2.0,gpt-4.1-mini,B,104,52
per-024,2.0,deepseek-chat,B,104,52
per-024,2.0,claude-sonnet-4-6,B,104,52
per-024,2.5,gpt-4.1-mini,B,130,52
per-024,2.5,deepseek-chat,B,130,52
per-024,2.5,claude-sonnet-4-6,B,130,52
per-024,3.0,gpt-4.1-mini,A,156,52
per-024,3.0,deepseek-chat,B,156,52
per-024,3.0,claude-sonnet-4-6,B,156,52
per-025,1.0,gpt-4.1-mini,B,53,53
per-025,1.0,deepseek-chat,B,53,53
per-025,1.0,claude-sonnet-4-6,B,53,53
per-025,1.25,gpt-4.1-mini,B,66,53
per-025,1.25,deepseek-chat,B,66,53
per-025,1.25,claude-sonnet-4-6,B,66,53
per-025,1.5,gpt-4.1-mini,B,79,53
per-025,1.5,deepseek-chat,B,79,53
per-025,1.5,claude-sonnet-4-6,B,79,53
per-025,2.0,gpt-4.1-mini,B,106,53
per-025,2.0,deepseek-chat,B,106,53
per-025,2.0,claude-sonnet-4-6,B,106,53
per-025,2.5,gpt-4.1-mini,B,132,53
per-025,2.5,deepseek-chat,B,132,53
per-025,2.5,claude-sonnet-4-6,B,132,53
per-025,3.0,gpt-4.1-mini,B,159,53
per-025,3.0,deepseek-chat,B,159,53
per-025,3.0,claude-sonnet-4-6,B,159,53
per-026,1.0,gpt-4.1-mini,B,59,59
per-026,1.0,deepseek-chat,B,59,59
per-026,1.0,claude-sonnet-4-6,B,59,59
per-026,1.25,gpt-4.1-mini,B,73,59
per-026,1.25,deepseek-chat,B,73,59
per-026,1.25,claude-sonnet-4-6,B,73,59
per-026,1.5,gpt-4.1-mini,B,88,59
per-026,1.5,deepseek-chat,B,88,59
per-026,1.5,claude-sonnet-4-6,B,88,59
per-026,2.0,gpt-4.1-mini,B,118,59
per-026,2.0,deepseek-chat,B,118,59
per-026,2.0,claude-sonnet-4-6,B,118,59
per-026,2.5,gpt-4.1-mini,A,147,59
per-026,2.5,deepseek-chat,B,147,59
per-026,2.5,claude-sonnet-4-6,B,147,59
per-026,3.0,gpt-4.1-mini,A,169,59
per-026,3.0,deepseek-chat,B,169,59
per-026,3.0,claude-sonnet-4-6,B,169,59
per-027,1.0,gpt-4.1-mini,B,54,54
per-027,1.0,deepseek-chat,B,54,54
per-027,1.0,claude-sonnet-4-6,B,54,54
per-027,1.25,gpt-4.1-mini,B,67,54
per-027,1.25,deepseek-chat,B,67,54
per-027,1.25,claude-sonnet-4-6,B,67,54
per-027,1.5,gpt-4.1-mini,B,81,54
per-027,1.5,deepseek-chat,B,81,54
per-027,1.5,claude-sonnet-4-6,B,81,54
per-027,2.0,gpt-4.1-mini,B,108,54
per-027,2.0,deepseek-chat,B,108,54
per-027,2.0,claude-sonnet-4-6,B,108,54
per-027,2.5,gpt-4.1-mini,B,135,54
per-027,2.5,deepseek-chat,B,135,54
per-027,2.5,claude-sonnet-4-6,B,135,54
per-027,3.0,gpt-4.1-mini,B,162,54
per-027,3.0,deepseek-chat,B,162,54
per-027,3.0,claude-sonnet-4-6,B,162,54
per-029,1.0,gpt-4.1-mini,B,58,58
per-029,1.0,deepseek-chat,B,58,58
per-029,1.0,claude-sonnet-4-6,B,58,58
per-029,1.25,gpt-4.1-mini,B,72,58
per-029,1.25,deepseek-chat,B,72,58
per-029,1.25,claude-sonnet-4-6,B,72,58
per-029,1.5,gpt-4.1-mini,B,87,58
per-029,1.5,deepseek-chat,B,87,58
per-029,1.5,claude-sonnet-4-6,B,87,58
per-029,2.0,gpt-4.1-mini,B,116,58
per-029,2.0,deepseek-chat,B,116,58
per-029,2.0,claude-sonnet-4-6,B,116,58
per-029,2.5,gpt-4.1-mini,B,145,58
per-029,2.5,deepseek-chat,B,145,58
per-029,2.5,claude-sonnet-4-6,B,145,58
per-029,3.0,gpt-4.1-mini,B,160,58
per-029,3.0,deepseek-chat,B,160,58
per-029,3.0,claude-sonnet-4-6,B,160,58
per-030,1.0,gpt-4.1-mini,B,48,48
per-030,1.0,deepseek-chat,B,48,48
per-030,1.0,claude-sonnet-4-6,B,48,48
per-030,1.25,gpt-4.1-mini,B,60,48
per-030,1.25,deepseek-chat,B,60,48
per-030,1.25,claude-sonnet-4-6,B,60,48
per-030,1.5,gpt-4.1-mini,B,72,48
per-030,1.5,deepseek-chat,B,72,48
per-030,1.5,claude-sonnet-4-6,B,72,48
per-030,2.0,gpt-4.1-mini,B,96,48
per-030,2.0,deepseek-chat,B,96,48
per-030,2.0,claude-sonnet-4-6,B,96,48
per-030,2.5,gpt-4.1-mini,B,120,48
per-030,2.5,deepseek-chat,B,120,48
per-030,2.5,claude-sonnet-4-6,B,120,48
per-030,3.0,gpt-4.1-mini,B,144,48
per-030,3.0,deepseek-chat,B,144,48
per-030,3.0,claude-sonnet-4-6,B,144,48
per-031,1.0,gpt-4.1-mini,B,51,51
per-031,1.0,deepseek-chat,B,51,51
per-031,1.0,claude-sonnet-4-6,B,51,51
per-031,1.25,gpt-4.1-mini,B,63,51
per-031,1.25,deepseek-chat,B,63,51
per-031,1.25,claude-sonnet-4-6,B,63,51
per-031,1.5,gpt-4.1-mini,B,76,51
per-031,1.5,deepseek-chat,B,76,51
per-031,1.5,claude-sonnet-4-6,B,76,51
per-031,2.0,gpt-4.1-mini,B,102,51
per-031,2.0,deepseek-chat,B,102,51
per-031,2.0,claude-sonnet-4-6,B,102,51
per-031,2.5,gpt-4.1-mini,B,127,51
per-031,2.5,deepseek-chat,B,127,51
per-031,2.5,claude-sonnet-4-6,B,127,51
per-031,3.0,gpt-4.1-mini,B,153,51
per-031,3.0,deepseek-chat,B,153,51
per-031,3.0,claude-sonnet-4-6,B,153,51
per-032,1.0,gpt-4.1-mini,B,61,61
per-032,1.0,deepseek-chat,B,61,61
per-032,1.0,claude-sonnet-4-6,B,61,61
per-032,1.25,gpt-4.1-mini,B,76,61
per-032,1.25,deepseek-chat,B,76,61
per-032,1.25,claude-sonnet-4-6,B,76,61
per-032,1.5,gpt-4.1-mini,B,91,61
per-032,1.5,deepseek-chat,B,91,61
per-032,1.5,claude-sonnet-4-6,B,91,61
per-032,2.0,gpt-4.1-mini,B,122,61
per-032,2.0,deepseek-chat,B,122,61
per-032,2.0,claude-sonnet-4-6,B,122,61
per-032,2.5,gpt-4.1-mini,A,152,61
per-032,2.5,deepseek-chat,B,152,61
per-032,2.5,claude-sonnet-4-6,B,152,61
per-032,3.0,gpt-4.1-mini,A,178,61
per-032,3.0,deepseek-chat,B,178,61
per-032,3.0,claude-sonnet-4-6,B,178,61
per-033,1.0,gpt-4.1-mini,B,57,57
per-033,1.0,deepseek-chat,B,57,57
per-033,1.0,claude-sonnet-4-6,B,57,57
per-033,1.25,gpt-4.1-mini,B,71,57
per-033,1.25,deepseek-chat,B,71,57
per-033,1.25,claude-sonnet-4-6,B,71,57
per-033,1.5,gpt-4.1-mini,B,85,57
per-033,1.5,deepseek-chat,B,85,57
per-033,1.5,claude-sonnet-4-6,B,85,57
per-033,2.0,gpt-4.1-mini,B,114,57
per-033,2.0,deepseek-chat,B,114,57
per-033,2.0,claude-sonnet-4-6,B,114,57
per-033,2.5,gpt-4.1-mini,B,142,57
per-033,2.5,deepseek-chat,B,142,57
per-033,2.5,claude-sonnet-4-6,B,142,57
per-033,3.0,gpt-4.1-mini,A,163,57
per-033,3.0,deepseek-chat,B,163,57
per-033,3.0,claude-sonnet-4-6,B,163,57
per-034,1.0,gpt-4.1-mini,B,60,60
per-034,1.0,deepseek-chat,B,60,60
per-034,1.0,claude-sonnet-4-6,B,60,60
per-034,1.25,gpt-4.1-mini,B,75,60
per-034,1.25,deepseek-chat,B,75,60
per-034,1.25,claude-sonnet-4-6,B,75,60
per-034,1.5,gpt-4.1-mini,B,90,60
per-034,1.5,deepseek-chat,B,90,60
per-034,1.5,claude-sonnet-4-6,B,90,60
per-034,2.0,gpt-4.1-mini,B,120,60
per-034,2.0,deepseek-chat,B,120,60
per-034,2.0,claude-sonnet-4-6,B,120,60
per-034,2.5,gpt-4.1-mini,B,150,60
per-034,2.5,deepseek-chat,B,150,60
per-034,2.5,claude-sonnet-4-6,B,150,60
per-034,3.0,gpt-4.1-mini,A,166,60
per-034,3.0,deepseek-chat,B,166,60
per-034,3.0,claude-sonnet-4-6,B,166,60
per-036,1.0,gpt-4.1-mini,B,60,60
per-036,1.0,deepseek-chat,B,60,60
per-036,1.0,claude-sonnet-4-6,B,60,60
per-036,1.25,gpt-4.1-mini,B,75,60
per-036,1.25,deepseek-chat,B,75,60
per-036,1.25,claude-sonnet-4-6,B,75,60
per-036,1.5,gpt-4.1-mini,B,90,60
per-036,1.5,deepseek-chat,B,90,60
per-036,1.5,claude-sonnet-4-6,B,90,60
per-036,2.0,gpt-4.1-mini,A,120,60
per-036,2.0,deepseek-chat,B,120,60
per-036,2.0,claude-sonnet-4-6,B,120,60
per-036,2.5,gpt-4.1-mini,A,150,60
per-036,2.5,deepseek-chat,B,150,60
per-036,2.5,claude-sonnet-4-6,A,150,60
per-036,3.0,gpt-4.1-mini,A,169,60
per-036,3.0,deepseek-chat,B,169,60
per-036,3.0,claude-sonnet-4-6,A,169,60
per-037,1.0,gpt-4.1-mini,B,63,63
per-037,1.0,deepseek-chat,B,63,63
per-037,1.0,claude-sonnet-4-6,B,63,63
per-037,1.25,gpt-4.1-mini,B,78,63
per-037,1.25,deepseek-chat,B,78,63
per-037,1.25,claude-sonnet-4-6,B,78,63
per-037,1.5,gpt-4.1-mini,B,94,63
per-037,1.5,deepseek-chat,B,94,63
per-037,1.5,claude-sonnet-4-6,B,94,63
per-037,2.0,gpt-4.1-mini,B,126,63
per-037,2.0,deepseek-chat,B,126,63
per-037,2.0,claude-sonnet-4-6,B,126,63
per-037,2.5,gpt-4.1-mini,B,157,63
per-037,2.5,deepseek-chat,B,157,63
per-037,2.5,claude-sonnet-4-6,B,157,63
per-037,3.0,gpt-4.1-mini,B,166,63
per-037,3.0,deepseek-chat,B,166,63
per-037,3.0,claude-sonnet-4-6,B,166,63
per-039,1.0,gpt-4.1-mini,B,51,51
per-039,1.0,deepseek-chat,B,51,51
per-039,1.0,claude-sonnet-4-6,B,51,51
per-039,1.25,gpt-4.1-mini,B,63,51
per-039,1.25,deepseek-chat,B,63,51
per-039,1.25,claude-sonnet-4-6,B,63,51
per-039,1.5,gpt-4.1-mini,B,76,51
per-039,1.5,deepseek-chat,B,76,51
per-039,1.5,claude-sonnet-4-6,B,76,51
per-039,2.0,gpt-4.1-mini,B,102,51
per-039,2.0,deepseek-chat,B,102,51
per-039,2.0,claude-sonnet-4-6,B,102,51
per-039,2.5,gpt-4.1-mini,B,127,51
per-039,2.5,deepseek-chat,B,127,51
per-039,2.5,claude-sonnet-4-6,B,127,51
per-039,3.0,gpt-4.1-mini,B,153,51
per-039,3.0,deepseek-chat,B,153,51
per-039,3.0,claude-sonnet-4-6,B,153,51
per-040,1.0,gpt-4.1-mini,B,62,62
per-040,1.0,deepseek-chat,B,62,62
per-040,1.0,claude-sonnet-4-6,B,62,62
per-040,1.25,gpt-4.1-mini,B,77,62
per-040,1.25,deepseek-chat,B,77,62
per-040,1.25,claude-sonnet-4-6,B,77,62
per-040,1.5,gpt-4.1-mini,B,93,62
per-040,1.5,deepseek-chat,B,93,62
per-040,1.5,claude-sonnet-4-6,B,93,62
per-040,2.0,gpt-4.1-mini,B,124,62
per-040,2.0,deepseek-chat,B,124,62
per-040,2.0,claude-sonnet-4-6,B,124,62
per-040,2.5,gpt-4.1-mini,B,155,62
per-040,2.5,deepseek-chat,B,155,62
per-040,2.5,claude-sonnet-4-6,B,155,62
per-040,3.0,gpt-4.1-mini,B,166,62
per-040,3.0,deepseek-chat,B,166,62
per-040,3.0,claude-sonnet-4-6,B,166,62
per-042,1.0,gpt-4.1-mini,B,57,57
per-042,1.0,deepseek-chat,B,57,57
per-042,1.0,claude-sonnet-4-6,B,57,57
per-042,1.25,gpt-4.1-mini,B,71,57
per-042,1.25,deepseek-chat,B,71,57
per-042,1.25,claude-sonnet-4-6,B,71,57
per-042,1.5,gpt-4.1-mini,B,85,57
per-042,1.5,deepseek-chat,B,85,57
per-042,1.5,claude-sonnet-4-6,B,85,57
per-042,2.0,gpt-4.1-mini,B,114,57
per-042,2.0,deepseek-chat,B,114,57
per-042,2.0,claude-sonnet-4-6,A,114,57
per-042,2.5,gpt-4.1-mini,A,142,57
per-042,2.5,deepseek-chat,B,142,57
per-042,2.5,claude-sonnet-4-6,A,142,57
per-042,3.0,gpt-4.1-mini,A,171,57
per-042,3.0,deepseek-chat,B,171,57
per-042,3.0,claude-sonnet-4-6,A,171,57
per-043,1.0,gpt-4.1-mini,B,56,56
per-043,1.0,deepseek-chat,B,56,56
per-043,1.0,claude-sonnet-4-6,B,56,56
per-043,1.25,gpt-4.1-mini,B,70,56
per-043,1.25,deepseek-chat,B,70,56
per-043,1.25,claude-sonnet-4-6,B,70,56
per-043,1.5,gpt-4.1-mini,B,84,56
per-043,1.5,deepseek-chat,B,84,56
per-043,1.5,claude-sonnet-4-6,B,84,56
per-043,2.0,gpt-4.1-mini,B,112,56
per-043,2.0,deepseek-chat,B,112,56
per-043,2.0,claude-sonnet-4-6,B,112,56
per-043,2.5,gpt-4.1-mini,B,140,56
per-043,2.5,deepseek-chat,B,140,56
per-043,2.5,claude-sonnet-4-6,B,140,56
per-043,3.0,gpt-4.1-mini,A,163,56
per-043,3.0,deepseek-chat,B,163,56
per-043,3.0,claude-sonnet-4-6,B,163,56
per-044,1.0,gpt-4.1-mini,B,55,55
per-044,1.0,deepseek-chat,B,55,55
per-044,1.0,claude-sonnet-4-6,B,55,55
per-044,1.25,gpt-4.1-mini,B,68,55
per-044,1.25,deepseek-chat,B,68,55
per-044,1.25,claude-sonnet-4-6,B,68,55
per-044,1.5,gpt-4.1-mini,B,82,55
per-044,1.5,deepseek-chat,B,82,55
per-044,1.5,claude-sonnet-4-6,B,82,55
per-044,2.0,gpt-4.1-mini,B,110,55
per-044,2.0,deepseek-chat,B,110,55
per-044,2.0,claude-sonnet-4-6,B,110,55
per-044,2.5,gpt-4.1-mini,B,137,55
per-044,2.5,deepseek-chat,B,137,55
per-044,2.5,claude-sonnet-4-6,B,137,55
per-044,3.0,gpt-4.1-mini,A,165,55
per-044,3.0,deepseek-chat,B,165,55
per-044,3.0,claude-sonnet-4-6,B,165,55
per-045,1.0,gpt-4.1-mini,B,53,53
per-045,1.0,deepseek-chat,B,53,53
per-045,1.0,claude-sonnet-4-6,B,53,53
per-045,1.25,gpt-4.1-mini,B,66,53
per-045,1.25,deepseek-chat,B,66,53
per-045,1.25,claude-sonnet-4-6,B,66,53
per-045,1.5,gpt-4.1-mini,B,79,53
per-045,1.5,deepseek-chat,B,79,53
per-045,1.5,claude-sonnet-4-6,B,79,53
per-045,2.0,gpt-4.1-mini,B,106,53
per-045,2.0,deepseek-chat,B,106,53
per-045,2.0,claude-sonnet-4-6,B,106,53
per-045,2.5,gpt-4.1-mini,B,132,53
per-045,2.5,deepseek-chat,B,132,53
per-045,2.5,claude-sonnet-4-6,B,132,53
per-045,3.0,gpt-4.1-mini,B,159,53
per-045,3.0,deepseek-chat,B,159,53
per-045,3.0,claude-sonnet-4-6,B,159,53
per-046,1.0,gpt-4.1-mini,B,56,56
per-046,1.0,deepseek-chat,B,56,56
per-046,1.0,claude-sonnet-4-6,B,56,56
per-046,1.25,gpt-4.1-mini,B,70,56
per-046,1.25,deepseek-chat,B,70,56
per-046,1.25,claude-sonnet-4-6,B,70,56
per-046,1.5,gpt-4.1-mini,B,84,56
per-046,1.5,deepseek-chat,B,84,56
per-046,1.5,claude-sonnet-4-6,B,84,56
per-046,2.0,gpt-4.1-mini,A,112,56
per-046,2.0,deepseek-chat,B,112,56
per-046,2.0,claude-sonnet-4-6,B,112,56
per-046,2.5,gpt-4.1-mini,A,140,56
per-046,2.5,deepseek-chat,B,140,56
per-046,2.5,claude-sonnet-4-6,A,140,56
per-046,3.0,gpt-4.1-mini,A,168,56
per-046,3.0,deepseek-chat,B,168,56
per-046,3.0,claude-sonnet-4-6,B,168,56
per-047,1.0,gpt-4.1-mini,B,54,54
per-047,1.0,deepseek-chat,B,54,54
per-047,1.0,claude-sonnet-4-6,B,54,54
per-047,1.25,gpt-4.1-mini,B,67,54
per-047,1.25,deepseek-chat,B,67,54
per-047,1.25,claude-sonnet-4-6,B,67,54
per-047,1.5,deepseek-chat,B,81,54
per-047,2.0,deepseek-chat,B,108,54
per-047,2.5,deepseek-chat,B,135,54
per-047,3.0,deepseek-chat,B,162,54
per-049,1.0,deepseek-chat,B,52,52
per-049,1.25,deepseek-chat,B,65,52
per-049,1.5,deepseek-chat,B,78,52
per-049,2.0,deepseek-chat,B,104,52
per-049,2.5,deepseek-chat,B,130,52
per-049,3.0,deepseek-chat,B,156,52
per-047,1.5,claude-sonnet-4-6,B,81,54
per-047,2.0,claude-sonnet-4-6,B,108,54
per-047,2.5,claude-sonnet-4-6,B,135,54
per-047,3.0,claude-sonnet-4-6,B,162,54
per-049,1.0,claude-sonnet-4-6,B,52,52
per-049,1.25,claude-sonnet-4-6,B,65,52
per-049,1.5,claude-sonnet-4-6,B,78,52
per-049,2.0,claude-sonnet-4-6,B,104,52
per-049,2.5,claude-sonnet-4-6,B,130,52
per-049,3.0,claude-sonnet-4-6,B,156,52
per-051,1.0,deepseek-chat,A,46,46
per-051,1.25,deepseek-chat,A,57,46
per-051,1.5,deepseek-chat,A,69,46
per-051,2.0,deepseek-chat,A,92,46
per-051,2.5,deepseek-chat,A,115,46
per-051,3.0,deepseek-chat,A,138,46
per-052,1.0,deepseek-chat,A,43,43
per-052,1.25,deepseek-chat,A,53,43
per-052,1.5,deepseek-chat,A,64,43
per-052,2.0,deepseek-chat,A,86,43
per-047,1.5,gpt-4.1-mini,B,81,54
per-047,2.0,gpt-4.1-mini,B,108,54
per-047,2.5,gpt-4.1-mini,B,135,54
per-047,3.0,gpt-4.1-mini,B,162,54
per-049,1.0,gpt-4.1-mini,B,52,52
per-049,1.25,gpt-4.1-mini,B,65,52
per-049,1.5,gpt-4.1-mini,B,78,52
per-049,2.0,gpt-4.1-mini,B,104,52
per-049,2.5,gpt-4.1-mini,B,130,52
per-049,3.0,gpt-4.1-mini,B,156,52
per-052,2.5,deepseek-chat,A,107,43
per-052,3.0,deepseek-chat,A,129,43
per-053,1.0,deepseek-chat,A,45,45
per-053,1.25,deepseek-chat,A,56,45
per-053,1.5,deepseek-chat,A,67,45
per-053,2.0,deepseek-chat,A,90,45
per-053,2.5,deepseek-chat,A,112,45
per-053,3.0,deepseek-chat,A,135,45
per-054,1.0,deepseek-chat,B,47,47
per-054,1.25,deepseek-chat,B,58,47
per-051,1.0,claude-sonnet-4-6,B,46,46
per-051,1.25,claude-sonnet-4-6,A,57,46
per-051,1.5,claude-sonnet-4-6,A,69,46
per-051,2.0,claude-sonnet-4-6,A,92,46
per-051,2.5,claude-sonnet-4-6,A,115,46
per-051,3.0,claude-sonnet-4-6,A,138,46
per-052,1.0,claude-sonnet-4-6,A,43,43
per-052,1.25,claude-sonnet-4-6,A,53,43
per-052,1.5,claude-sonnet-4-6,A,64,43
per-052,2.0,claude-sonnet-4-6,A,86,43
per-051,1.0,gpt-4.1-mini,A,46,46
per-051,1.25,gpt-4.1-mini,A,57,46
per-051,1.5,gpt-4.1-mini,A,69,46
per-051,2.0,gpt-4.1-mini,A,92,46
per-051,2.5,gpt-4.1-mini,A,115,46
per-051,3.0,gpt-4.1-mini,A,138,46
per-052,1.0,gpt-4.1-mini,A,43,43
per-052,1.25,gpt-4.1-mini,A,53,43
per-052,1.5,gpt-4.1-mini,A,64,43
per-052,2.0,gpt-4.1-mini,A,86,43
per-054,1.5,deepseek-chat,A,70,47
per-054,2.0,deepseek-chat,A,94,47
per-054,2.5,deepseek-chat,A,117,47
per-054,3.0,deepseek-chat,A,141,47
per-055,1.0,deepseek-chat,B,46,46
per-055,1.25,deepseek-chat,B,57,46
per-055,1.5,deepseek-chat,A,69,46
per-055,2.0,deepseek-chat,A,92,46
per-055,2.5,deepseek-chat,A,115,46
per-055,3.0,deepseek-chat,A,138,46
per-052,2.5,gpt-4.1-mini,A,107,43
per-052,3.0,gpt-4.1-mini,A,129,43
per-053,1.0,gpt-4.1-mini,A,45,45
per-053,1.25,gpt-4.1-mini,A,56,45
per-053,1.5,gpt-4.1-mini,A,67,45
per-053,2.0,gpt-4.1-mini,A,90,45
per-053,2.5,gpt-4.1-mini,A,112,45
per-053,3.0,gpt-4.1-mini,A,135,45
per-054,1.0,gpt-4.1-mini,A,47,47
per-054,1.25,gpt-4.1-mini,A,58,47
per-056,1.0,deepseek-chat,A,47,47
per-056,1.25,deepseek-chat,B,58,47
per-056,1.5,deepseek-chat,A,70,47
per-056,2.0,deepseek-chat,A,94,47
per-056,2.5,deepseek-chat,A,117,47
per-056,3.0,deepseek-chat,A,141,47
per-057,1.0,deepseek-chat,A,44,44
per-057,1.25,deepseek-chat,A,55,44
per-057,1.5,deepseek-chat,A,66,44
per-057,2.0,deepseek-chat,A,88,44
per-052,2.5,claude-sonnet-4-6,A,107,43
per-052,3.0,claude-sonnet-4-6,A,129,43
per-053,1.0,claude-sonnet-4-6,A,45,45
per-053,1.25,claude-sonnet-4-6,A,56,45
per-053,1.5,claude-sonnet-4-6,A,67,45
per-053,2.0,claude-sonnet-4-6,A,90,45
per-053,2.5,claude-sonnet-4-6,A,112,45
per-053,3.0,claude-sonnet-4-6,A,135,45
per-054,1.0,claude-sonnet-4-6,B,47,47
per-054,1.25,claude-sonnet-4-6,A,58,47
per-054,1.5,gpt-4.1-mini,A,70,47
per-054,2.0,gpt-4.1-mini,A,94,47
per-054,2.5,gpt-4.1-mini,A,117,47
per-054,3.0,gpt-4.1-mini,A,141,47
per-055,1.0,gpt-4.1-mini,A,46,46
per-055,1.25,gpt-4.1-mini,A,57,46
per-055,1.5,gpt-4.1-mini,A,69,46
per-055,2.0,gpt-4.1-mini,A,92,46
per-055,2.5,gpt-4.1-mini,A,115,46
per-055,3.0,gpt-4.1-mini,A,138,46
per-057,2.5,deepseek-chat,A,110,44
per-057,3.0,deepseek-chat,A,132,44
per-058,1.0,deepseek-chat,B,45,45
per-058,1.25,deepseek-chat,B,56,45
per-058,1.5,deepseek-chat,A,67,45
per-058,2.0,deepseek-chat,A,90,45
per-058,2.5,deepseek-chat,A,112,45
per-058,3.0,deepseek-chat,A,135,45
per-059,1.0,deepseek-chat,B,47,47
per-059,1.25,deepseek-chat,B,58,47
per-056,1.0,gpt-4.1-mini,A,47,47
per-056,1.25,gpt-4.1-mini,A,58,47
per-056,1.5,gpt-4.1-mini,A,70,47
per-056,2.0,gpt-4.1-mini,A,94,47
per-056,2.5,gpt-4.1-mini,A,117,47
per-056,3.0,gpt-4.1-mini,A,141,47
per-057,1.0,gpt-4.1-mini,B,44,44
per-057,1.25,gpt-4.1-mini,A,55,44
per-057,1.5,gpt-4.1-mini,A,66,44
per-057,2.0,gpt-4.1-mini,A,88,44
per-054,1.5,claude-sonnet-4-6,A,70,47
per-054,2.0,claude-sonnet-4-6,A,94,47
per-054,2.5,claude-sonnet-4-6,A,117,47
per-054,3.0,claude-sonnet-4-6,A,141,47
per-055,1.0,claude-sonnet-4-6,B,46,46
per-055,1.25,claude-sonnet-4-6,B,57,46
per-055,1.5,claude-sonnet-4-6,A,69,46
per-055,2.0,claude-sonnet-4-6,A,92,46
per-055,2.5,claude-sonnet-4-6,B,115,46
per-055,3.0,claude-sonnet-4-6,B,138,46
per-059,1.5,deepseek-chat,B,70,47
per-059,2.0,deepseek-chat,B,94,47
per-059,2.5,deepseek-chat,B,117,47
per-059,3.0,deepseek-chat,B,141,47
per-060,1.0,deepseek-chat,B,46,46
per-060,1.25,deepseek-chat,A,57,46
per-060,1.5,deepseek-chat,A,69,46
per-060,2.0,deepseek-chat,A,92,46
per-060,2.5,deepseek-chat,A,115,46
per-060,3.0,deepseek-chat,A,138,46
per-057,2.5,gpt-4.1-mini,A,110,44
per-057,3.0,gpt-4.1-mini,A,132,44
per-058,1.0,gpt-4.1-mini,A,45,45
per-058,1.25,gpt-4.1-mini,A,56,45
per-058,1.5,gpt-4.1-mini,A,67,45
per-058,2.0,gpt-4.1-mini,A,90,45
per-058,2.5,gpt-4.1-mini,A,112,45
per-058,3.0,gpt-4.1-mini,A,135,45
per-059,1.0,gpt-4.1-mini,B,47,47
per-059,1.25,gpt-4.1-mini,B,58,47
per-061,1.0,deepseek-chat,B,46,46
per-061,1.25,deepseek-chat,A,57,46
per-061,1.5,deepseek-chat,A,69,46
per-061,2.0,deepseek-chat,A,92,46
per-061,2.5,deepseek-chat,A,115,46
per-061,3.0,deepseek-chat,A,138,46
per-062,1.0,deepseek-chat,A,46,46
per-062,1.25,deepseek-chat,A,57,46
per-062,1.5,deepseek-chat,A,69,46
per-062,2.0,deepseek-chat,A,92,46
per-059,1.5,gpt-4.1-mini,B,70,47
per-059,2.0,gpt-4.1-mini,A,94,47
per-059,2.5,gpt-4.1-mini,A,117,47
per-059,3.0,gpt-4.1-mini,A,141,47
per-060,1.0,gpt-4.1-mini,A,46,46
per-060,1.25,gpt-4.1-mini,A,57,46
per-060,1.5,gpt-4.1-mini,A,69,46
per-060,2.0,gpt-4.1-mini,A,92,46
per-060,2.5,gpt-4.1-mini,A,115,46
per-060,3.0,gpt-4.1-mini,A,138,46
per-056,1.0,claude-sonnet-4-6,B,47,47
per-056,1.25,claude-sonnet-4-6,B,58,47
per-056,1.5,claude-sonnet-4-6,A,70,47
per-056,2.0,claude-sonnet-4-6,A,94,47
per-056,2.5,claude-sonnet-4-6,A,117,47
per-056,3.0,claude-sonnet-4-6,A,141,47
per-057,1.0,claude-sonnet-4-6,B,44,44
