target_id,level_a,level_b,model,repeat,winner,confidence,subject_a,subject_b
per-027,1,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Special Issue: ML Systems for Low-Bandwidth Network
per-027,1,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Special Issue: ML Systems for Low-Bandwidth Network
per-028,1,3,gpt-4.1-mini,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,gpt-4.1-mini,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,gpt-4.1-mini,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,deepseek-chat,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,deepseek-chat,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,deepseek-chat,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,claude-sonnet-4-6,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,claude-sonnet-4-6,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,1,3,claude-sonnet-4-6,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-028,3,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,deepseek-chat,1,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,deepseek-chat,2,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,deepseek-chat,3,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,3,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Edge ML Systems Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,gpt-4.1-mini,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,gpt-4.1-mini,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,gpt-4.1-mini,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,deepseek-chat,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,deepseek-chat,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,deepseek-chat,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,claude-sonnet-4-6,1,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,claude-sonnet-4-6,2,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-028,1,5,claude-sonnet-4-6,3,B,0,Collaboration Inquiry on Edge Computing Research,Collaboration Opportunity on Distributed ML Systems Research
per-029,1,3,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,deepseek-chat,1,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,deepseek-chat,2,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,deepseek-chat,3,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,1,3,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Edge Computing Research,Invitation to Collaborate on Robust ML Systems Workshop
per-029,3,5,gpt-4.1-mini,1,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,gpt-4.1-mini,2,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,gpt-4.1-mini,3,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,deepseek-chat,1,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,deepseek-chat,2,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,deepseek-chat,3,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,claude-sonnet-4-6,1,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,claude-sonnet-4-6,2,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,3,5,claude-sonnet-4-6,3,B,0,Invitation to Collaborate on Robust ML Systems Workshop,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,deepseek-chat,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,deepseek-chat,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,deepseek-chat,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-029,1,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Inquiry: Federated Learning Systems and Edge Computing
per-030,1,3,gpt-4.1-mini,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,gpt-4.1-mini,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,gpt-4.1-mini,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,deepseek-chat,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,deepseek-chat,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,deepseek-chat,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,claude-sonnet-4-6,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,claude-sonnet-4-6,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,1,3,claude-sonnet-4-6,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge Computing Research
per-030,3,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,deepseek-chat,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,deepseek-chat,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,deepseek-chat,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,3,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Edge Computing Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,deepseek-chat,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,deepseek-chat,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,deepseek-chat,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-030,1,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity in Machine Learning Education Research,Collaboration Opportunity on Edge ML Systems Research
per-031,1,3,gpt-4.1-mini,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,gpt-4.1-mini,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,gpt-4.1-mini,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,deepseek-chat,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,deepseek-chat,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,deepseek-chat,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,1,3,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Special Issue: Advances in ML System Optimization
per-031,3,5,gpt-4.1-mini,1,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,gpt-4.1-mini,2,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,gpt-4.1-mini,3,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,deepseek-chat,1,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,deepseek-chat,2,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,deepseek-chat,3,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,claude-sonnet-4-6,1,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,claude-sonnet-4-6,2,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,3,5,claude-sonnet-4-6,3,B,0,Invitation to Collaborate on Special Issue: Advances in ML System Optimization,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,deepseek-chat,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,deepseek-chat,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,deepseek-chat,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-031,1,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on ML System Optimization Research,Invitation to Collaborate on Federated Learning Workshop Panel
per-032,1,3,gpt-4.1-mini,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,gpt-4.1-mini,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,gpt-4.1-mini,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,deepseek-chat,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,deepseek-chat,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,deepseek-chat,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,claude-sonnet-4-6,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,claude-sonnet-4-6,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,1,3,claude-sonnet-4-6,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Opportunity on Energy-Efficient ML Hardware
per-032,3,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,deepseek-chat,1,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,deepseek-chat,2,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,deepseek-chat,3,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,3,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Energy-Efficient ML Hardware,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,gpt-4.1-mini,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,gpt-4.1-mini,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,gpt-4.1-mini,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,deepseek-chat,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,deepseek-chat,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,deepseek-chat,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,claude-sonnet-4-6,1,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,claude-sonnet-4-6,2,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-032,1,5,claude-sonnet-4-6,3,B,0,Collaboration Inquiry on Neural Network Pruning Techniques,Collaboration Inquiry: Energy-Efficient ML Hardware Accelerators
per-033,1,3,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,deepseek-chat,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,deepseek-chat,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,deepseek-chat,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,1,3,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Energy-Efficient AI Systems Workshop
per-033,3,5,gpt-4.1-mini,1,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,gpt-4.1-mini,2,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,gpt-4.1-mini,3,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,deepseek-chat,1,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,deepseek-chat,2,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,deepseek-chat,3,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,claude-sonnet-4-6,1,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,claude-sonnet-4-6,2,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,3,5,claude-sonnet-4-6,3,B,0,Invitation to Collaborate on Energy-Efficient AI Systems Workshop,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,deepseek-chat,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,deepseek-chat,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,deepseek-chat,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-033,1,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Energy-Efficient ML Systems,Invitation to Collaborate on Special Issue: Energy-Efficient ML Systems
per-034,1,3,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,deepseek-chat,1,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,deepseek-chat,2,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,deepseek-chat,3,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,1,3,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems
per-034,3,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,deepseek-chat,1,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,deepseek-chat,2,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,deepseek-chat,3,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,claude-sonnet-4-6,1,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,claude-sonnet-4-6,2,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,3,5,claude-sonnet-4-6,3,B,0,Collaboration Opportunity on Adaptive Scheduling in Distributed ML Systems,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,1,5,gpt-4.1-mini,1,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,1,5,gpt-4.1-mini,2,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,1,5,gpt-4.1-mini,3,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
per-034,1,5,deepseek-chat,1,B,0,Collaboration Opportunity on Advanced ML Systems Research,Collaboration Inquiry: Adaptive Scheduling in Distributed ML Systems
